Julia 	3641	1784	3004	2273	3422	4091	Mystery, Alaska 	Trade 	Envy 	Aloft 	Kama Sutra: A Tale of Love 
Surfer, Dude 	3642	1605	1749	1649	1353	1512	Analyze This 	Indiana Jones and the Temple of Doom 	Step Up 3D 	Joe Somebody 	Unfinished Business 
Lake of Fire 	3643	1670	4575	1098	3076	3460	Winnie the Pooh 	All the Real Girls 	Tin Cup 	An Ideal Husband 	Harry Brown 
11:14 	3644	1262	2249	2971	3762	4866	Mickey Blue Eyes 	Reign Over Me 	The Alamo 	Force 10 from Navarone 	Sugar Town 
Men of War 	3645	1148	1289	4895	4967	2960	28 Days 	Showgirls 	Mad Max 	Open Secret 	Tales from the Crypt: Demon Knight 
Don McKay 	3646	647	3245	3186	3093	3792	The Last Legion 	White Noise 2: The Light 	Rescue Dawn 	Bring It On 	Tucker and Dale vs Evil 
Deadfall 	3647	330	4707	1374	127	2511	Black Hawk Down 	The Blair Witch Project 	Magnolia 	Thor: The Dark World 	Larry the Cable Guy: Health Inspector 
A Shine of Rainbows 	3648	3915	1520	3754	2933	776	My Soul to Take 	I Dreamed of Africa 	Not Easily Broken 	Yentl 	The Sentinel 
The Hit List 	3649	2472	773	2794	2612	4053	Forsaken 	State of Play 	New York, New York 	Tidal Wave 	Waking Ned Devine 
Emma             	3650	3274	4578	3331	2664	2543	Melancholia 	Luminarias 	The Lost Boys 	Match Point 	Road Trip 
Videodrome 	3651	201	8	2438	2910	1770	Megamind 	Avengers: Age of Ultron 	The Legend of the Lone Ranger 	Solitary Man 	Hocus Pocus 
L'auberge espagnole 	3652	3607	433	3798	3032	4023	The Last King of Scotland 	Hellboy II: The Golden Army 	Redacted 	If I Stay 	High Anxiety 
Song One 	3653	66	392	4695	487	1671	The Dark Knight 	The Nutcracker in 3D 	House of Wax 	The Brothers Grimm 	Dumb and Dumberer: When Harry Met Lloyd 
Murder by Numbers 	3654	896	3212	1189	2384	3866	Elizabethtown 	Owning Mahowny 	Lucy 	Indignation 	Fugly 
Winter in Wartime 	3655	4221	1947	4917	1666	243	Show Boat 	Shaun the Sheep             	Yesterday Was a Lie 	What's the Worst That Could Happen? 	Windtalkers 
Freaky Deaky 	3656	4824	4502	1451	790	752	It Happened One Night 	Pink Ribbons, Inc. 	House of Wax 	xXx: State of the Union 	ParaNorman 
The Train 	3657	783	1559	4088	2480	790	Analyze That 	Transporter 2 	Water 	Hotel Rwanda 	xXx: State of the Union 
Trade of Innocents 	3658	1572	812	3492	2111	4135	Going the Distance 	Deadpool 	In Too Deep 	I Heart Huckabees 	Point Blank 
The Protector 	3659	232	2236	885	303	3890	Speed Racer 	Shorts 	Imagine That 	Pan 	The Greatest Show on Earth 
Stiff Upper Lips 	3660	1313	1630	2196	3970	72	Just Visiting 	Message in a Bottle 	The Grudge 2 	Gone with the Wind 	The Mummy: Tomb of the Dragon Emperor 
The Inbetweeners             	3661	4447	517	775	4006	1710	#Horror 	The Invasion 	My Favorite Martian 	La otra conquista 	Trapped             
Bend It Like Beckham 	3662	2840	3276	3753	3727	1257	Miracles from Heaven 	Jab Tak Hai Jaan 	Fifty Shades of Black 	Race 	8MM 
Sunshine State 	3663	529	3994	4004	4355	894	Ice Age: The Meltdown 	Harper 	Pootie Tang 	Brotherly Love 	Bullet to the Head 
Crossover 	3664	2513	1615	927	4041	4730	Brooklyn's Finest 	Looper 	Shrek 	The Man Who Shot Liberty Valance 	The Station Agent 
Khiladi 786 	3665	2353	2516	1431	328	1308	The Frozen Ground 	My Life in Ruins 	Old Dogs 	Surf's Up 	Raise the Titanic 
[Rec] 2 	3666	1071	3116	3278	1698	2930	The Infiltrator 	The Last Dragon 	The Texas Chain Saw Massacre 	Fright Night 	Jackie Brown 
Standing Ovation 	3667	33	4297	262	2900	1837	Alice in Wonderland 	Teeth 	The Smurfs 	Glengarry Glen Ross 	Kindergarten Cop 
The Sting 	3668	1896	1390	3525	4179	3237	The Lucky One 	Ghosts of Mississippi 	Chairman of the Board 	Fat, Sick & Nearly Dead 	Motherhood 
Chariots of Fire 	3669	4628	4157	2644	3015	2312	Fear Clinic 	The Wizard of Oz 	Lawrence of Arabia 	10 Days in a Madhouse 	Chasing Mavericks 
Diary of a Mad Black Woman 	3670	3867	566	1055	4897	4800	One Flew Over the Cuckoo's Nest 	Sphere 	The Cable Guy 	A Fistful of Dollars 	I Want Your Money 
Shine 	3671	847	3034	4715	1687	537	Casper 	Major League 	Crop Circles: Quest for Truth 	Eight Legged Freaks 	Constantine             
Don Jon 	3672	2807	2170	197	1686	3888	Soul Survivors 	White Chicks 	After Earth 	Fled 	Lost in Translation 
High Plains Drifter 	3673	1960	2369	1107	4566	202	The Ruins 	The Devil's Double 	The Indian in the Cupboard 	Who Killed the Electric Car? 	Harry Potter and the Sorcerer's Stone 
Ghost World 	3674	3272	3897	1079	642	2683	Into the Grizzly Maze 	The Front Page 	The Pelican Brief 	Dinner for Schmucks 	A Most Wanted Man 
Iris 	3675	1971	3473	4994	3647	3797	Lifeforce 	My Dog Skip 	The Image Revolution 	Deadfall 	The Visit 
Galaxina 	3676	2756	2557	2881	3357	785	Magic Mike XXL 	Double Impact 	Faithful 	Nightcrawler 	Mercury Rising 
The Chorus 	3677	703	1041	639	2483	3003	The American President 	Chappie 	The Insider 	The Prince 	Darling Companion 
Mambo Italiano 	3678	4652	963	2225	4334	1823	1982 	Curious George 	Street Kings 	All Is Bright 	Martian Child 
Wonderland 	3679	2780	2939	1729	4868	891	Superstar 	Quarantine 	United Passions 	The Canyons 	Eye See You 
Do the Right Thing 	3680	2614	3762	561	4070	3069	The Imitation Game 	Force 10 from Navarone 	Flight of the Phoenix 	Jason Goes to Hell: The Final Friday 	Poltergeist 
Harvard Man 	3681	2876	26	1472	2999	1	Paris, je t'aime 	Titanic 	Superhero Movie 	Brother 	Pirates of the Caribbean: At World's End 
Le Havre 	3682	1688	2029	689	2097	3725	Love & Other Drugs 	Return to Me 	Oliver Twist 	Deuce Bigalow: European Gigolo 	Mommie Dearest 
Irreversible 	3683	647	4667	2203	3466	4603	The Last Legion 	Deterrence 	Vampires Suck 	The Godfather 	Special 
R100 	3684	4168	1975	4686	2407	71	Blazing Saddles 	The 33 	Bled 	Amadeus 	Wild Wild West 
Rang De Basanti 	3685	944	1371	4582	4373	3918	Daddy's Home 	Burn After Reading 	I Origins 	Independence Daysaster 	The Rules of Attraction 
Animals 	3686	4318	4161	1870	3469	3875	Gangster's Paradise: Jerusalema 	Ulee's Gold 	W. 	The Piano 	Easy Money 
Salvation Boulevard 	3687	3192	815	4583	163	252	The Limey 	Goosebumps 	The Battle of Shaker Heights 	Gods of Egypt 	Tomorrow Never Dies 
The Ten 	3688	1436	483	165	42	1358	Donnie Brasco 	Swordfish 	Watchmen 	Green Lantern 	White Squall 
A Room for Romeo Brass 	3689	1303	1363	4323	251	3850	Feardotcom 	City of Ember 	To Be Frank, Sinatra at 100 	San Andreas 	State Fair 
Headhunters 	3690	3922	2227	4794	1695	2772	Secretary 	Nancy Drew 	Dogtown and Z-Boys 	The Cave 	First Blood 
Grabbers 	3691	1896	2948	2149	916	2491	The Lucky One 	Rounders 	The Beaver 	The Dukes of Hazzard 	Beerfest 
Saint Ralph 	3692	380	83	3469	3525	4970	Now You See Me 2 	Dawn of the Planet of the Apes 	The Piano 	Chairman of the Board 	The Past is a Grotesque Animal 
Miss Julie 	3693	3155	2261	4387	1897	4549	My Week with Marilyn 	Paparazzi 	You Can't Take It with You 	Bridge to Terabithia 	Sands of Iwo Jima 
Somewhere in Time 	3694	3886	4315	4738	3627	1489	Survival of the Dead 	Eden Lake 	The R.M. 	Shattered Glass 	Whiteout 
Dum Maaro Dum 	3695	1427	1950	1793	3284	2832	Neighbors 2: Sorority Rising 	Don't Be Afraid of the Dark 	Captain Alatriste: The Spanish Musketeer 	Set It Off 	Good Morning, Vietnam 
Insidious: Chapter 2 	3696	2158	893	300	2511	4716	The Silence of the Lambs 	Seven Pounds 	National Treasure 	Larry the Cable Guy: Health Inspector 	Light from the Darkroom 
Saw II 	3697	2120	1159	5014	730	1099	Hit and Run 	The Heat 	Rampage 	The Scorch Trials 	Yours, Mine and Ours 
10 Cloverfield Lane 	3698	1251	312	877	3002	4043	Ri¢hie Ri¢h 	Legend of the Guardians: The Owls of Ga'Hoole 	Changeling 	The Life Before Her Eyes 	Maria Full of Grace 
Jackass: The Movie 	3699	180	2132	981	3571	506	Turbo 	Firefox 	Beverly Hills Cop III 	Aberdeen 	Pompeii 
Lights Out 	3700	2775	3242	3427	4812	286	Ghost Hunters             	The Oxford Murders 	My Lucky Star 	The Broadway Melody 	Casino Royale 
Paranormal Activity 3 	3701	47	1504	1963	4823	1356	X-Men: Days of Future Past 	Lion of the Desert 	The Girl Next Door 	My Dog Tulip 	Rock Star 
Ouija 	3702	1394	3393	3056	4587	2948	Isn't She Great 	The Pallbearer 	Army of Darkness 	Once in a Lifetime: The Extraordinary Story of the New York Cosmos 	Rounders 
A Nightmare on Elm Street 3: Dream Warriors 	3703	3768	2482	3589	3095	3351	Moon 	Black Nativity 	Caddyshack 	She's All That 	The Karate Kid 
The Gift 	3704	2078	3349	2730	526	514	1408 	The Wind That Shakes the Barley 	Crazy in Alabama 	X-Men 	Jack and Jill 
Instructions Not Included 	3705	2980	186	2999	596	4945	For Your Consideration 	The Hunger Games: Catching Fire 	Brother 	AVP: Alien vs. Predator 	The Brain That Sings 
Paranormal Activity 4 	3706	2174	218	1801	3390	610	12 Years a Slave 	How the Grinch Stole Christmas 	Rendition 	The Inkwell 	Stardust 
The Robe 	3707	3676	4156	3225	3599	2021	Galaxina 	Friday the 13th Part VII: The New Blood 	High Heels and Low Lifes 	School Daze 	Scream 2 
The Return of the Pink Panther 	3708	4225	4818	4874	2550	2235	Fantasia 	51 Birch Street 	Sunday School Musical 	The Master of Disguise 	Stick It 
Freddy's Dead: The Final Nightmare 	3709	3374	4547	2566	4996	2221	Much Ado About Nothing 	Love Me Tender 	Drowning Mona 	A True Story 	Eye for an Eye 
Monster 	3710	583	190	1763	4856	55	Cars 	Bad Boys II 	Identity 	The Incredibly True Adventure of Two Girls in Love 	The Good Dinosaur 
20,000 Leagues Under the Sea 	3711	2890	837	1505	1585	3999	In the Land of Blood and Honey 	Alvin and the Chipmunks 	The Horseman on the Roof 	Chicago 	Gods and Monsters 
Paranormal Activity: The Marked Ones 	3712	3624	3567	53	410	4857	Hedwig and the Angry Inch 	Layer Cake 	Transformers: Dark of the Moon 	It's Complicated 	Chuck & Buck 
The Elephant Man 	3713	1726	971	4043	1715	1335	Machine Gun Preacher 	The Book of Life 	Maria Full of Grace 	Dead Man Down 	Against the Ropes 
Dallas Buyers Club 	3714	2746	4625	2568	4738	1613	All the Queen's Men 	Truth or Die 	Left Behind 	The R.M. 	About Schmidt 
The Lazarus Effect 	3715	3617	4541	1685	4044	1406	College 	Cry_Wolf 	The Replacement Killers 	Beginners 	Horrible Bosses 
Memento 	3716	4029	1535	2844	4506	2081	City of God 	Pushing Tin 	About Last Night 	Grand Theft Parsons 	Ghost 
Oculus 	3717	2529	4754	3659	4966	1752	Damnation Alley 	The Slaughter Rule 	The Protector 	Closure 	Florence Foster Jenkins 
Clerks II 	3718	4256	3480	1928	1141	2916	Lolita 	The Claim 	Anacondas: The Hunt for the Blood Orchid 	Rambo: First Blood Part II 	The Exorcist 
Billy Elliot 	3719	981	4382	5010	738	1855	Beverly Hills Cop III 	I Spit on Your Grave 	Funny Ha Ha 	Ladder 49 	Original Sin 
The Way Way Back 	3720	4142	3852	4629	4649	3920	Chicago Overcoat 	Salvador 	Zombie Hunter 	Snitch 	Let's Go to Prison 
House Party 2 	3721	1561	1601	2071	4197	4741	Laws of Attraction 	District 9 	In the Valley of Elah 	The Spectacular Now 	Hurricane Streets 
The Man from Snowy River 	3722	3139	2447	2104	3180	2781	Rushmore 	Dragonslayer 	Jay and Silent Bob Strike Back 	Deuces Wild 	The Iron Lady 
Doug's 1st Movie 	3723	1584	1310	3848	461	91	Get Shorty 	Pandorum 	Bound 	Eagle Eye 	The Polar Express 
The Apostle 	3724	401	3359	3235	1056	1836	The Three Musketeers 	The Sound of Music 	The Open Road 	Earth 	A Walk Among the Tombstones 
Mommie Dearest 	3725	3246	3389	2303	980	111	You Got Served: Beat the World 	Easy A 	Perception             	Into the Storm 	Pearl Harbor 
Our Idiot Brother 	3726	1033	1107	1281	1416	1652	Street Fighter: The Legend of Chun-Li 	The Indian in the Cupboard 	Mean Streets 	L.A. Confidential 	30 Days of Night 
Race 	3727	4817	3107	1639	1458	3281	American Ninja 2: The Confrontation 	Oliver! 	Letters to Juliet 	Blast from the Past 	Thunderball 
The Players Club 	3728	3072	4945	4257	3523	322	Machine Gun McCain 	The Brain That Sings 	Boys Don't Cry 	Somewhere 	Green Zone 
O 	3729	2459	3268	167	4243	4707	Unforgettable             	Volver 	Hulk 	Lies in Plain Sight 	The Blair Witch Project 
As Above, So Below 	3730	3379	973	1875	2125	4486	Akeelah and the Bee 	Absolute Power 	The Help 	Molière 	Super Troopers 
Addicted 	3731	5030	2907	505	2785	2530	On the Downlow 	Dancer in the Dark 	A Sound of Thunder 	Vampire in Brooklyn 	The Apparition 
Eve's Bayou 	3732	3308	2998	4414	3850	2976	Velvet Goldmine 	Ondine 	Repo Man 	State Fair 	Project Almanac 
Still Alice 	3733	3164	55	3742	3336	1421	Very Bad Things 	The Good Dinosaur 	The Haunting of Molly Hartley 	Shipwrecked 	The Cell 
The Egyptian 	3734	325	799	5037	1839	2294	The Mummy Returns 	Supernova 	Newlyweds 	Ever After: A Cinderella Story 	Everybody's Fine 
Nighthawks 	3735	3879	1735	3861	2388	2303	Pan 	Walk the Line 	Mean Machine 	Out of Inferno 	Perception             
Friday the 13th Part VIII: Jason Takes Manhattan 	3736	4651	3680	895	206	2582	Elza 	Do the Right Thing 	The Godfather: Part III 	Harry Potter and the Deathly Hallows: Part I 	The Immigrant 
My Big Fat Greek Wedding 	3737	1304	2988	1685	2977	541	Cirque du Freak: The Vampire's Assistant 	The Host 	The Replacement Killers 	Cadillac Records 	Shark Tale 
Spring Breakers 	3738	2334	2538	2644	5034	1136	Steamboy 	House of Sand and Fog 	Lawrence of Arabia 	Cavite 	Foodfight! 
Halloween: The Curse of Michael Myers 	3739	4050	4977	3263	40	2424	Trainspotting 	Super Size Me 	Plastic 	TRON: Legacy 	Conan the Destroyer 
Y Tu Mamá También 	3740	4360	1106	3264	4406	4851	El crimen del padre Amaro 	The River Wild 	Amour 	The Squid and the Whale 	Compliance 
Shaun of the Dead 	3741	3925	314	2053	2775	3452	Waiting for Guffman 	Hercules 	The Naked Gun 2½: The Smell of Fear 	Ghost Hunters             	Crash 
The Haunting of Molly Hartley 	3742	4247	1918	2700	939	1749	From Russia with Love 	Beauty Shop 	Brazil 	22 Jump Street 	Indiana Jones and the Temple of Doom 
Lone Star 	3743	3654	40	222	4583	382	Murder by Numbers 	TRON: Legacy 	Fantastic 4: Rise of the Silver Surfer 	The Battle of Shaker Heights 	Spy Game 
Halloween 4: The Return of Michael Myers 	3744	2966	170	4006	1179	1320	Just Wright 	Final Fantasy: The Spirits Within 	La otra conquista 	A Knight's Tale 	Hackers 
April Fool's Day 	3745	1393	4910	2262	936	550	Gattaca 	Solitude 	Twilight 	Super 8 	Monster House 
Diner 	3746	4233	1824	4178	417	1999	The Valley of Decision 	Spy Kids: All the Time in the World in 4D 	Singin' in the Rain 	Memoirs of a Geisha 	Carnage 
Lone Wolf McQuade 	3747	4011	39	69	2214	4908	D.E.B.S. 	The Amazing Spider-Man 2 	Iron Man 	Ghost Ship 	Super Hybrid 
Apollo 18 	3748	189	320	1612	230	3296	War of the Worlds 	In the Heart of the Sea 	Up in the Air 	The Chronicles of Riddick 	Henry V 
Sunshine Cleaning 	3749	2197	1965	1491	386	3745	How Stella Got Her Groove Back 	Stealing Harvard 	Knock Off 	Volcano 	April Fool's Day 
No Escape 	3750	3187	4711	4544	3138	3037	Danny Collins 	Arnolds Park 	Transamerica 	Roll Bounce 	A Walk to Remember 
The Beastmaster 	3751	4351	4789	1829	2195	1064	ABCD (Any Body Can Dance) 	As It Is in Heaven 	What Just Happened 	Lakeview Terrace 	My Best Friend's Wedding 
Solomon and Sheba 	3752	413	3282	2262	4746	522	Divergent 	Detention 	Twilight 	Deceptive Practice: The Mysteries and Mentors of Ricky Jay 	Independence Day 
Fifty Shades of Black 	3753	1875	55	795	2617	2676	The Help 	The Good Dinosaur 	Dragonfly 	Diary of a Wimpy Kid 	Disturbing Behavior 
Not Easily Broken 	3754	1801	3676	2017	1285	3987	Rendition 	Galaxina 	On the Road 	City by the Sea 	Friday 
A Farewell to Arms 	3755	2479	412	2416	250	2502	Hoodwinked! 	Open Season 	United 93 	Night at the Museum 	The Hills Have Eyes 
The Perfect Match 	3756	3559	4198	4236	1328	54	Dressed to Kill 	Marilyn Hotchkiss' Ballroom Dancing and Charm School 	Always Woodstock 	The Crow 	Indiana Jones and the Kingdom of the Crystal Skull 
Digimon: The Movie 	3757	1810	4712	2433	845	2881	About a Boy 	Broken Vessels 	Catch That Kid 	Captain Phillips 	Faithful 
Saved! 	3758	889	4761	2059	1637	2988	A Very Long Engagement 	Everything Put Together 	Eddie the Eagle 	Racing Stripes 	The Host 
The Barbarian Invasions 	3759	2040	1632	3358	2036	1494	I Don't Know How She Does It 	Like Mike 	Club Dread 	Muppets from Space 	Punisher: War Zone 
Robin and Marian 	3760	857	496	2534	3363	4419	Stargate SG-1             	Looney Tunes: Back in Action 	Wall Street 	28 Days Later... 	Killing Zoe 
The Forsaken 	3761	3686	1034	2155	1933	2057	Animals 	The One 	Pulse 	Tora! Tora! Tora! 	Someone Like You... 
Force 10 from Navarone 	3762	1047	3484	4838	4493	4301	Rat Race 	Action Jackson 	Nothing But a Man 	Lucky Number Slevin 	Saint John of Las Vegas 
UHF 	3763	2466	2625	3356	2985	2702	Carlos             	Little Women 	The Muppet Movie 	In the Cut 	The Dead Zone             
Grandma's Boy 	3764	2080	1631	355	2876	467	The Water Diviner 	Star Trek V: The Final Frontier 	Rush Hour 2 	Paris, je t'aime 	The Pink Panther 
Slums of Beverly Hills 	3765	1511	2179	388	1354	1757	The Maze Runner 	Madea's Witness Protection 	K-19: The Widowmaker 	The Ninth Gate 	Taking Woodstock 
Once Upon a Time in the West 	3766	1362	4522	4088	2810	2712	Texas Rangers 	Beyond the Black Rainbow 	Water 	Caravans 	In Bruges 
Made 	3767	2318	1418	2742	3111	31	Flash of Genius 	In & Out 	Silent Trigger 	Commando 	Spider-Man 2 
Moon 	3768	199	4870	2983	4643	107	Harry Potter and the Deathly Hallows: Part II 	On the Outs 	From Justin to Kelly 	The Quiet 	Shrek the Third 
Keeping Up with the Steins 	3769	1320	3461	2337	2952	595	Hackers 	Spider-Man 3 	Rapa Nui 	Spartacus: War of the Damned             	Lady in the Water 
Sea Rex 3D: Journey to a Prehistoric World 	3770	2304	3595	1582	3737	869	An American Carol 	The Wrestler 	Ghostbusters 	My Big Fat Greek Wedding 	The Ghost and the Darkness 
The Sweet Hereafter 	3771	1400	1467	4956	3407	2233	Batman 	Ella Enchanted 	The Gallows 	The Wicked Lady 	Alpha and Omega 
Of Gods and Men 	3772	445	2363	1294	4438	3568	Deep Impact 	Back to the Future 	Ishtar 	Housebound 	The Work and the Glory II: American Zion 
Bottle Shock 	3773	1733	614	1432	2373	4145	Sausage Party 	Doom 	Underworld: Rise of the Lycans 	Spirited Away 	Pocketful of Miracles 
Jekyll and Hyde... Together Again 	3774	4858	2533	901	1261	2088	American Desi 	The Illusionist 	Shaft 	Final Destination 5 	Gandhi 
Heavenly Creatures 	3775	872	418	3650	1200	3668	The Hunted 	The Fast and the Furious: Tokyo Drift 	Emma             	Scream 3 	The Sting 
90 Minutes in Heaven 	3776	2589	2210	2488	1275	3630	Vamps 	Scary Movie 5 	I Know What You Did Last Summer 	The Out-of-Towners 	The Wild Bunch 
Everything Must Go 	3777	294	1422	3231	3995	3237	The Other Guys 	The Man in the Iron Mask 	Blood Done Sign My Name 	Frenzy 	Motherhood 
Zero Effect 	3778	4769	2841	3543	1450	2554	Crossroads 	Dude, Where's My Car? 	High School Musical 2 	The Nativity Story 	Baby Boy 
The Machinist 	3779	1308	2225	3413	111	3395	Raise the Titanic 	Street Kings 	The Singing Detective 	Pearl Harbor 	Woman on Top 
Light Sleeper 	3780	601	4169	427	4996	4786	Battle Los Angeles 	Friday the 13th: The Final Chapter 	Scooby-Doo 	A True Story 	42nd Street 
Kill the Messenger 	3781	3971	4413	1348	985	4887	Desert Dancer 	Insidious 	The Hurricane 	Resident Evil: Apocalypse 	Along the Roadside 
Rabbit Hole 	3782	2813	2860	1809	4648	3936	Amen. 	Two Can Play That Game 	Joyful Noise 	The Hammer 	The Loss of Sexual Innocence 
Party Monster 	3783	3842	2914	4691	1463	319	The Blue Lagoon 	Tae Guk Gi: The Brotherhood of War 	L.I.E. 	Heist 	Son of the Mask 
Green Room 	3784	4870	2783	398	3024	1237	On the Outs 	Poetic Justice 	The Bourne Supremacy 	Star Wars: Episode IV - A New Hope 	The Living Daylights 
The Oh in Ohio 	3785	178	168	652	4143	2872	The BFG 	G.I. Joe: Retaliation 	Dreamcatcher 	Barry Munday 	54 
Atlas Shrugged: Who Is John Galt? 	3786	4784	1955	2242	1895	2891	Poultrygeist: Night of the Chicken Dead 	Unaccompanied Minors 	Psycho 	Final Destination 3 	The Call 
Bottle Rocket 	3787	3068	2273	2676	4076	1532	Copying Beethoven 	Envy 	Disturbing Behavior 	Elmer Gantry 	The Punisher 
Albino Alligator 	3788	2596	2488	1881	3035	4125	Madison 	I Know What You Did Last Summer 	Jimmy Neutron: Boy Genius 	St. Trinian's 	The Eclipse 
Gandhi, My Father 	3789	3268	12	2534	1690	2991	Volver 	Quantum of Solace 	Wall Street 	North Country 	Charlie Bartlett 
Standard Operating Procedure 	3790	4209	1685	4510	4695	4598	Christmas Mail 	The Replacement Killers 	Crowsnest 	House of Wax 	The Last Big Thing 
Out of the Blue 	3791	1359	1771	3302	2864	564	The Thing 	No Reservations 	The Ultimate Gift 	The Astronaut Farmer 	Sucker Punch 
Tucker and Dale vs Evil 	3792	4683	417	4225	4535	3795	Interview with the Assassin 	Memoirs of a Geisha 	Fantasia 	Taxi Driver 	Desert Blue 
Lovely, Still 	3793	903	2079	1767	589	4431	Moulin Rouge! 	Spaceballs 	Timecop 	Hook 	Road Hard 
Tycoon 	3794	5027	4570	4218	696	3159	The Circle 	Slam 	Bathing Beauty 	Astro Boy 	End of the Spear 
Desert Blue 	3795	576	823	2701	4936	1866	The Majestic 	The Internship 	Raise Your Voice 	The Texas Chain Saw Massacre 	The Passion of the Christ 
Decoys 	3796	12	4569	4078	397	264	Quantum of Solace 	Goosebumps 	Trippin' 	Happy Feet 	Allegiant 
The Visit 	3797	2530	2988	4688	983	3324	The Apparition 	The Host 	Hoop Dreams 	The Judge 	Ultramarines: A Warhammer 40,000 Movie 
Redacted 	3798	684	163	1283	3532	2171	We Are Marshall 	Gods of Egypt 	Colombiana 	Hard to Be a God 	The Descendants 
Fascination 	3799	4522	4125	1805	69	4521	Beyond the Black Rainbow 	The Eclipse 	The Jungle Book 	Iron Man 	Faith Like Potatoes 
Saving Grace             	3800	1914	2100	3308	758	2808	Undercover Brother 	Our Kind of Traitor 	Velvet Goldmine 	The Tuxedo 	Jefferson in Paris 
Area 51 	3801	4435	925	1857	3350	3055	Trucker 	Deck the Halls 	Welcome to Mooseport 	Yeh Jawaani Hai Deewani 	Kinsey 
Sleep Tight 	3802	958	4609	543	4376	853	Non-Stop 	Karachi se Lahore 	Life             	May 	Disclosure 
The Cottage 	3803	3094	3169	3529	487	1722	The Purge: Election Year 	Movie 43 	The Heart of Me 	The Brothers Grimm 	The Assassination of Jesse James by the Coward Robert Ford 
Dead Like Me: Life After Death 	3804	1035	2249	3598	914	4985	Outlander             	Reign Over Me 	Escape from New York 	Mamma Mia! 	The Dirties 
Farce of the Penguins 	3805	4522	364	293	1656	3148	Beyond the Black Rainbow 	The Girl with the Dragon Tattoo 	Little Fockers 	The Running Man 	The Long Riders 
Flying By 	3806	3526	378	874	1350	3164	Hesher 	Percy Jackson: Sea of Monsters 	Stuck on You 	Heartbreakers 	Very Bad Things 
Psych             	3807	256	134	2584	3960	572	Insurgent 	Dark Shadows 	Trance 	Hell's Angels 	Dr. Dolittle 2 
Rudderless 	3808	2413	1085	1228	4497	4472	Peggy Sue Got Married 	Training Day 	Small Soldiers 	The Blue Bird 	The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It 
Henry & Me 	3809	4775	1712	2684	3706	1102	Rodeo Girl 	Antitrust 	Freddy Got Fingered 	Paranormal Activity 4 	Fat Albert 
Christmas Eve 	3810	4750	4223	4918	4299	698	Finishing the Game: The Search for a New Bruce Lee 	The Calling 	Theresa Is a Mother 	Hum To Mohabbat Karega 	Wyatt Earp 
We Have Your Husband 	3811	3713	4399	4654	2648	246	The Elephant Man 	I Love Your Work 	Celeste & Jesse Forever 	The Wedding Date 	Gravity 
Dying of the Light 	3812	1769	2049	463	2422	3404	Safe Haven 	King Kong 	The Book of Eli 	Catch-22 	Made in Dagenham 
Born of War 	3813	1423	2351	2377	3578	398	Secretariat 	Hands of Stone 	Sex Drive 	The Return of the Living Dead 	The Bourne Supremacy 
Capricorn One 	3814	2914	2140	2687	1162	711	Tae Guk Gi: The Brotherhood of War 	The Transporter 	Highlander: Endgame 	High Crimes 	Marley & Me 
Should've Been Romeo 	3815	626	2777	3241	2488	3255	Sky Captain and the World of Tomorrow 	Dangerous Liaisons 	Blonde Ambition 	I Know What You Did Last Summer 	The Good, the Bad, the Weird 
Running Forever 	3816	2996	4546	478	1234	3512	Married Life 	Beyond the Valley of the Dolls 	Hotel Transylvania 2 	Horrible Bosses 2 	Cyrus 
Yoga Hosers 	3817	1432	772	3198	2882	1187	Underworld: Rise of the Lycans 	Invictus 	Bamboozled 	Brothers 	Double Jeopardy 
Navy Seals vs. Zombies 	3818	412	1750	73	2720	4911	Open Season 	The Rugrats Movie 	Suicide Squad 	Jakob the Liar 	The Case of the Grinning Cat 
I Served the King of England 	3819	3534	4552	3175	2544	385	Wah-Wah 	Departure 	American History X 	Varsity Blues 	Bicentennial Man 
Soul Kitchen 	3820	121	3684	2223	3555	2994	Madagascar: Escape 2 Africa 	R100 	Eternal Sunshine of the Spotless Mind 	Bran Nue Dae 	Stoker 
Sling Blade 	3821	2416	206	3403	375	4195	United 93 	Harry Potter and the Deathly Hallows: Part I 	It's Kind of a Funny Story 	Contact 	Robot & Frank 
The Awakening 	3822	4862	1914	1613	3356	677	I Married a Strange Person! 	Undercover Brother 	About Schmidt 	The Muppet Movie 	Primary Colors 
Hostel 	3823	1526	180	3590	4570	1317	Big Momma's House 	Turbo 	The Brothers 	Slam 	The Gunman 
Tristram Shandy: A Cock and Bull Story 	3824	3788	3960	3191	1308	2822	Albino Alligator 	Hell's Angels 	Romeo Is Bleeding 	Raise the Titanic 	Far from Heaven 
Take Shelter 	3825	119	725	3820	2376	4987	Ratatouille 	Two Weeks Notice 	Soul Kitchen 	The Book Thief 	Tiny Furniture 
Lady in White 	3826	4384	5000	2982	1040	3570	My Summer of Love 	Raymond Did It 	Running with Scissors 	Anna Karenina 	A Home at the End of the World 
Driving Lessons 	3827	3048	970	4574	3397	1839	Barry Lyndon 	13 Hours 	Orgazmo 	Preacher             	Ever After: A Cinderella Story 
Let's Kill Ward's Wife 	3828	3898	1253	1520	2581	4956	The Boy Next Door 	Music and Lyrics 	I Dreamed of Africa 	Steel 	The Gallows 
